,OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
424,2309,2010-01-11,3197,56.9508,NZ357,3,2010-01-12
425,2439,2010-01-21,3197,91.104,PY3MT,15,2010-01-22
426,2550,2010-01-29,3197,74.07,CS5LJ,15,2010-01-29
427,266,2009-01-13,3355,3.68,ACX3T,3,2009-01-13
428,271,2009-01-14,3385,47.56,XLKGQ,3,2009-01-15
429,433,2009-04-14,3385,41.9,MCDV4,3,2009-04-14
430,1080,2009-08-19,3385,51.56,NXH8U,4,2009-08-20
431,273,2009-01-15,3394,13.64,DH9T9,3,2009-01-15
432,320,2009-02-17,3394,37.05,AJJ7X,3,2009-02-17
433,379,2009-03-18,3394,27.52,V96EQ,3,2009-03-19
434,438,2009-04-15,3394,53.96,FMAP6,3,2009-04-16
435,726,2009-06-15,3394,34.52,84KQ5,3,2009-06-16
436,1113,2009-08-25,3394,28.3552,F728R,3,2009-08-25
437,288,2009-01-28,3616,8.06,WT9H3,3,2009-01-29
438,290,2009-01-29,3640,31.84,J6Z66,3,2009-01-29
439,932,2009-07-21,3640,44.27,CHELB,4,2009-07-23
440,1200,2009-09-07,3640,59.91,69RAP,4,2009-09-08
441,1250,2009-09-15,3640,43.96,ZSNJL,4,2009-09-17
442,1300,2009-09-24,3640,43.65,6SCG2,4,2009-09-24
443,1420,2009-10-14,3640,35.04,A9PY6,4,2009-10-15
444,1465,2009-10-20,3640,33.32,P8L7C,4,2009-10-20
445,1596,2009-11-03,3640,82.9,RXNJ5,4,2009-11-03
446,1650,2009-11-10,3640,40.39,TRZ97,4,2009-11-10
447,1874,2009-11-24,3640,42.4,DY74R,4,2009-11-24
448,1928,2009-12-03,3640,92.0219,6Q4RJ,4,2009-12-03
449,2230,2010-01-05,3640,34.6185,NJK4S,4,2010-01-06
450,2318,2010-01-12,3640,52.27,ZBBGF,4,2010-01-12
451,2437,2010-01-21,3640,55.78,266RH,4,2010-01-22
452,296,2009-02-04,3733,15.01,C6LGB,2,2009-02-04
453,306,2009-02-10,3767,73.87,257YD,3,2009-02-10
454,1517,2009-10-26,3767,33.15,CEGBL,9,2009-10-28
455,311,2009-02-12,3889,65.18,WZ4AS,3,2009-02-12
456,490,2009-04-25,3889,230.17,8NVKP,4,2009-04-28
457,670,2009-06-02,3889,113.42,Z6BUD,4,2009-06-02
458,739,2009-06-16,3889,187.54,WJN5R,4,2009-06-18
459,803,2009-06-30,3889,77.88,QEHCK,4,2009-06-30
460,853,2009-07-09,3889,89.9,7NKYN,4,2009-07-09
461,908,2009-07-16,3889,91.38,EKQ8V,4,2009-07-16
462,972,2009-07-29,3889,159.28,6PKSY,4,2009-07-30
463,1050,2009-08-12,3889,68.5,S32GB,4,2009-08-13
464,1135,2009-08-27,3889,100.7952,FXME6,4,2009-08-27
465,1210,2009-09-08,3889,60.2862,QTSFX,4,2009-09-08
466,1258,2009-09-17,3889,139.4495,SC92Z,4,2009-09-17
467,1339,2009-09-30,3889,99.1,76BP8,4,2009-10-01
468,1427,2009-10-15,3889,157.6,YQNQX,4,2009-10-15
469,1588,2009-11-03,3889,140.8005,HE69X,4,2009-11-03
470,1878,2009-11-25,3889,183.1745,8MJY7,4,2009-11-25
471,2171,2009-12-30,3889,74.7622,WSDDL,4,2009-12-30
472,2364,2010-01-15,3889,39.38,RG2MN,4,2010-01-15
473,2588,2010-01-31,3889,143.2598,JQKVS,4,2010-02-02
474,2933,2010-02-19,3889,148.8822,28MQK,4,2010-02-19
475,317,2009-02-16,4058,31.53,BWBJ4,2,2009-02-16
476,1498,2009-10-22,4058,34.72,W392S,5,2009-10-23
477,324,2009-02-18,4152,189.37,EK5QM,3,2009-02-24
478,340,2009-03-01,4152,171.15,MKYZW,3,2009-03-03
479,351,2009-03-08,4152,160.44,RUBA4,3,2009-03-10
480,395,2009-03-29,4152,72.22,93EN2,3,2009-03-31
481,409,2009-04-06,4152,137.08,6L4ZG,3,2009-04-07
482,464,2009-04-22,4152,282.35,HUSRJ,3,2009-04-23
483,496,2009-04-29,4152,143.98,UJMCX,3,2009-04-30
484,502,2009-04-30,4152,45.15,PF28Y,3,2009-04-30
485,678,2009-06-04,4152,175.24,C863J,3,2009-06-04
486,796,2009-06-29,4152,101.05,WE7EA,3,2009-06-30
487,881,2009-07-13,4152,103.62,FE9FN,3,2009-07-14
488,917,2009-07-19,4152,104.45,7NFP2,3,2009-07-21
489,1103,2009-08-23,4152,70.27,WAPC4,3,2009-08-25
490,1264,2009-09-17,4152,48.29,773M3,3,2009-09-22
491,1273,2009-09-19,4152,6.03,QG393,3,2009-09-22
492,1572,2009-11-01,4152,134.01,TEG9Z,3,2009-11-03
493,1885,2009-11-29,4152,231.9207,HVNKW,3,2009-12-01
494,2198,2010-01-03,4152,262.93,KH338,15,2010-01-04
495,2452,2010-01-24,4152,80.65,YJT5F,15,2010-01-25
496,2612,2010-02-01,4152,210.1167,E3X8F,4,2010-02-05
497,2673,2010-02-04,4152,45.96,6E2LB,4,2010-02-05
498,3064,2010-02-28,4152,180.02,C5JVS,15,2010-03-01
499,325,2009-02-18,4160,43.52,PXPMK,3,2009-02-19
500,330,2009-02-20,4244,20.04,T8TAP,3,2009-02-24
501,347,2009-03-04,4244,24.88,JERMF,3,2009-03-10
502,354,2009-03-09,4244,13.4,JRZ7V,3,2009-03-10
503,369,2009-03-17,4244,27.19,658U4,3,2009-03-17
504,391,2009-03-25,4244,13.63,2X7GT,3,2009-03-26
505,424,2009-04-12,4244,37.0,QUGVQ,3,2009-04-14
506,497,2009-04-29,4244,31.1,36XSY,3,2009-04-30
507,571,2009-05-14,4244,20.03,8WUWQ,3,2009-05-14
508,645,2009-05-27,4244,33.33,GYKZW,3,2009-05-28
509,776,2009-06-23,4244,31.45,VAQQX,3,2009-06-23
510,843,2009-07-07,4244,18.39,PSL88,3,2009-07-07
511,892,2009-07-14,4244,23.47,2EHCU,3,2009-07-14
512,928,2009-07-21,4244,13.04,QJU4A,3,2009-07-21
513,954,2009-07-27,4244,24.57,5G6ZR,3,2009-07-28
514,1042,2009-08-11,4244,27.63,XTTGX,3,2009-08-11
515,1118,2009-08-25,4244,11.12,2NDD5,3,2009-08-25
516,1201,2009-09-07,4244,30.29,FCAWK,3,2009-09-08
517,1332,2009-09-29,4244,31.21,SP2RT,3,2009-09-29
518,1450,2009-10-19,4244,19.23,88UE4,3,2009-10-20
519,1637,2009-11-09,4244,19.23,QAJFD,3,2009-11-10
520,1971,2009-12-07,4244,43.09,R6MPY,18,2009-12-07
521,2099,2009-12-20,4244,18.5902,EUM9Y,18,2009-12-21
522,2226,2010-01-05,4244,23.79,RP8MG,3,2010-01-05
523,2834,2010-02-14,4244,46.2,TRT52,18,2010-02-15
524,2967,2010-02-22,4244,21.089,NR6V2,18,2010-02-22
525,332,2009-02-22,4270,50.1,46LWX,3,2009-02-26
526,1277,2009-09-21,4270,21.05,CE4LH,3,2009-09-22
527,2851,2010-02-15,4270,18.6462,9Z9MY,3,2010-02-16
528,343,2009-03-01,4433,20.22,F8RN6,2,2009-03-04
529,425,2009-04-12,4516,173.07,GE59J,3,2009-04-14
530,498,2009-04-29,4516,52.78,HS69H,3,2009-05-05
531,631,2009-05-22,4516,41.41,RPMZ5,3,2009-05-26
532,913,2009-07-17,4516,16.73,96QHQ,3,2009-07-21
533,1202,2009-09-07,4516,73.35,XWLQC,3,2009-09-08
534,1867,2009-11-23,4516,59.7372,3FDPF,3,2009-11-24
535,2461,2010-01-24,4516,95.97,ZTTDG,6,2010-01-28
536,622,2009-05-22,4577,51.19,VAG8L,5,2009-05-22
537,659,2009-05-29,4577,39.0,7WMAP,5,2009-05-29
538,663,2009-06-01,4577,43.43,RV8UU,5,2009-06-05
539,714,2009-06-12,4577,60.17,BN2HQ,5,2009-06-12
540,1026,2009-08-07,4577,51.02,AKWYM,5,2009-08-07
541,1354,2009-10-02,4577,91.59,WFWER,5,2009-10-02
542,1440,2009-10-16,4577,76.47,HLP79,5,2009-10-16
543,1509,2009-10-23,4577,37.83,T6U4V,5,2009-10-23
544,1605,2009-11-04,4577,70.06,5YG9A,11,2009-11-04
545,1930,2009-12-03,4577,69.359,639GT,6,2009-12-03
546,2143,2009-12-28,4577,61.0937,PR8HJ,15,2009-12-28
547,2559,2010-01-29,4577,53.2397,45WNK,5,2010-01-29
548,2717,2010-02-08,4577,99.3255,F6C7V,4,2010-02-08
549,2926,2010-02-19,4577,72.046,CWKMP,5,2010-02-19
550,3012,2010-02-24,4577,81.7752,T6KUG,11,2010-02-24
551,356,2009-03-09,4622,49.36,PW7E6,3,2009-03-10
552,406,2009-04-02,4622,28.76,5NGUY,3,2009-04-02
553,473,2009-04-23,4622,12.53,XBKEB,3,2009-04-23
554,553,2009-05-08,4622,27.36,CNV7M,5,2009-05-08
555,568,2009-05-14,4622,56.53,PDUPG,3,2009-05-14
556,573,2009-05-14,4622,9.8,7ZH5P,3,2009-05-14
557,584,2009-05-15,4622,81.07,PQ8JC,5,2009-05-15
558,597,2009-05-19,4622,43.01,X3SDW,3,2009-05-19
559,629,2009-05-22,4622,59.43,CECYN,5,2009-05-22
560,637,2009-05-26,4622,58.25,Z9PVW,3,2009-05-26
561,651,2009-05-28,4622,52.04,UZKUL,3,2009-05-28
562,668,2009-06-02,4622,55.71,GRSVA,3,2009-06-02
563,694,2009-06-09,4622,68.54,ZW5UB,3,2009-06-09
564,706,2009-06-11,4622,70.22,NHC93,6,2009-06-11
565,725,2009-06-15,4622,59.48,QPDJQ,3,2009-06-16
566,730,2009-06-16,4622,20.65,N5VDC,3,2009-06-16
567,744,2009-06-17,4622,3.14,X2WE9,6,2009-06-18
568,771,2009-06-23,4622,80.73,2EJVL,3,2009-06-23
569,772,2009-06-23,4622,13.84,BN5SH,3,2009-06-23
570,801,2009-06-29,4622,124.0,8DK94,3,2009-06-30
571,818,2009-07-02,4622,46.5,E7PSB,6,2009-07-02
572,841,2009-07-07,4622,67.14,JKERK,3,2009-07-07
573,842,2009-07-07,4622,5.73,YRUAQ,3,2009-07-07
574,929,2009-07-21,4622,41.88,HE33L,3,2009-07-21
575,1001,2009-08-04,4622,34.25,CJUTS,3,2009-08-04
576,1059,2009-08-14,4622,48.58,GW25V,5,2009-08-14
577,1068,2009-08-18,4622,54.86,TKG9P,3,2009-08-18
578,1107,2009-08-25,4622,109.14,A2U94,3,2009-08-25
579,1108,2009-08-25,4622,86.13,54R6R,3,2009-08-25
580,1148,2009-08-28,4622,259.34,HTPAN,5,2009-08-28
581,1149,2009-08-28,4622,44.93,5638X,5,2009-08-28
582,1156,2009-09-01,4622,98.28,SS8NS,3,2009-09-01
583,1182,2009-09-03,4622,85.74,UHPD6,5,2009-09-04
584,1186,2009-09-03,4622,63.91,K3VC6,5,2009-09-04
585,1188,2009-09-04,4622,75.15,366UJ,5,2009-09-04
586,1209,2009-09-08,4622,88.3428,UC3LA,3,2009-09-08
587,1246,2009-09-15,4622,84.795,TH5AT,3,2009-09-15
588,1269,2009-09-18,4622,79.15,5Z5ZZ,5,2009-09-18
589,1285,2009-09-22,4622,151.3605,8L6VZ,3,2009-09-22
590,1287,2009-09-22,4622,43.15,SSD7G,3,2009-09-22
591,1315,2009-09-25,4622,28.37,GRK3V,5,2009-09-25
592,1325,2009-09-29,4622,49.9887,S3YYQ,3,2009-09-29
593,1366,2009-10-06,4622,78.2412,THUMB,3,2009-10-06
594,1411,2009-10-13,4622,68.82,4RYRV,3,2009-10-13
595,1412,2009-10-13,4622,16.45,2566V,3,2009-10-13
596,1413,2009-10-13,4622,12.63,8KN48,3,2009-10-13
597,1426,2009-10-15,4622,19.64,VDW3F,7,2009-10-15
598,1464,2009-10-20,4622,118.42,43ZSX,3,2009-10-20
599,1502,2009-10-23,4622,30.433,JZV4U,5,2009-10-23
600,1504,2009-10-23,4622,26.82,RXH3H,5,2009-10-23
601,1533,2009-10-27,4622,74.45,PS3VR,3,2009-10-27
602,1536,2009-10-27,4622,6.9,7BESV,3,2009-10-27
603,1569,2009-10-30,4622,93.87,5M76L,5,2009-10-30
604,1590,2009-11-03,4622,95.13,W7AUZ,3,2009-11-03
605,1615,2009-11-05,4622,24.05,DRR3D,7,2009-11-05
606,1654,2009-11-10,4622,62.39,LQ3AM,3,2009-11-10
607,1694,2009-11-11,4622,145.79,H546J,9,2009-11-11
608,1786,2009-11-16,4622,86.72,ACHV3,15,2009-11-16
609,1910,2009-12-01,4622,95.35,JGNPK,3,2009-12-01
610,1967,2009-12-07,4622,109.9877,4379D,15,2009-12-07
611,2019,2009-12-11,4622,46.77,EGTTQ,15,2009-12-11
612,2050,2009-12-14,4622,139.2897,JZ25R,4,2009-12-15
613,2051,2009-12-14,4622,94.5992,WSFSX,4,2009-12-15
614,2199,2010-01-04,4622,104.73,M4BUB,15,2010-01-04
615,2319,2010-01-12,4622,120.2362,ZKE6N,4,2010-01-12
616,2414,2010-01-20,4622,99.27,JSD55,4,2010-01-20
617,2417,2010-01-20,4622,169.8175,XXEK3,4,2010-01-20
618,2474,2010-01-25,4622,145.8802,WBYNB,4,2010-01-25
619,2596,2010-02-01,4622,122.04,8UPXQ,4,2010-02-01
620,2698,2010-02-05,4622,81.5277,D4URE,4,2010-02-05
621,2778,2010-02-11,4622,141.0612,ZHE3C,4,2010-02-11
622,2808,2010-02-12,4622,76.3978,78M52,4,2010-02-12
623,2920,2010-02-19,4622,73.875,TR2FE,4,2010-02-19
624,2991,2010-02-23,4622,82.41,5WJXN,4,2010-02-23
625,3106,2010-03-02,4622,76.31,DZJMC,4,2010-03-02
626,447,2009-04-17,4640,69.19,A92BW,5,2009-04-17
627,456,2009-04-17,4640,90.18,RUX8E,3,2009-04-21
628,487,2009-04-24,4640,53.24,B3MXC,5,2009-04-24
629,521,2009-05-01,4640,17.13,9ES2U,5,2009-05-01
630,554,2009-05-08,4640,18.37,RQRD4,5,2009-05-08
631,585,2009-05-15,4640,42.88,PM7EM,5,2009-05-15
632,630,2009-05-22,4640,36.13,XP2KN,5,2009-05-22
633,697,2009-06-09,4640,43.24,SD4DP,3,2009-06-09
634,764,2009-06-19,4640,65.11,Q45TD,5,2009-06-19
635,790,2009-06-26,4640,60.64,DKTPD,5,2009-06-26
636,830,2009-07-02,4640,36.53,LTUVQ,6,2009-07-02
637,873,2009-07-10,4640,40.6,CYH4R,5,2009-07-10
638,1195,2009-09-04,4640,66.94,VBLL8,5,2009-09-04
639,1239,2009-09-11,4640,34.4825,HHDK3,5,2009-09-11
640,1291,2009-09-22,4640,61.88,2WN8C,3,2009-09-22
641,1318,2009-09-25,4640,16.92,L8GWP,5,2009-09-25
642,1441,2009-10-16,4640,60.79,LQDVN,8,2009-10-16
643,1633,2009-11-06,4640,52.4352,R47BL,5,2009-11-06
644,2074,2009-12-16,4640,52.08,T55N5,6,2009-12-17
645,2149,2009-12-28,4640,43.51,KAMC3,15,2009-12-28
646,2270,2010-01-08,4640,62.36,FPXF2,15,2010-01-08
647,2362,2010-01-15,4640,73.81,QPQNP,15,2010-01-15
648,2504,2010-01-26,4640,45.5012,WMAN5,3,2010-01-26
649,2570,2010-01-29,4640,67.4165,CM275,15,2010-01-29
650,2685,2010-02-04,4640,97.63,MHTVB,5,2010-02-05
651,2696,2010-02-05,4640,93.23,4PXS7,15,2010-02-05
652,2814,2010-02-12,4640,93.49,Q66CF,15,2010-02-12
653,3050,2010-02-26,4640,84.73,FXRZH,15,2010-02-26
654,731,2009-06-16,4642,30.22,QWMQ5,3,2009-06-16
655,361,2009-03-10,4658,187.73,X2FU8,3,2009-03-12
656,367,2009-03-16,4658,45.05,4TP9R,3,2009-03-17
657,389,2009-03-24,4658,43.43,BB29G,3,2009-03-24
658,390,2009-03-24,4658,8.79,D7FPC,3,2009-03-24
659,396,2009-03-30,4658,67.13,2WWM3,3,2009-03-31
660,460,2009-04-21,4658,70.47,39RWM,3,2009-04-21
661,601,2009-05-19,4658,49.28,6LXSY,3,2009-05-19
662,658,2009-05-29,4658,75.97,DK8S6,5,2009-05-29
663,774,2009-06-23,4658,68.48,EQWCU,3,2009-06-23
664,364,2009-03-15,4851,24.53,GPF2H,3,2009-03-17
665,366,2009-03-15,4862,104.58,5UU6Q,3,2009-03-17
666,368,2009-03-16,4903,7.14,9DGRJ,4,2009-03-17
667,380,2009-03-19,4973,17.17,UYNK4,3,2009-03-19
668,382,2009-03-19,4976,10.6,E5N8G,3,2009-03-19
669,397,2009-03-31,5378,12.93,CLLQB,3,2009-03-31
670,444,2009-04-17,5408,25.56,HBLCL,5,2009-04-17
671,485,2009-04-24,5408,43.9,66XAU,5,2009-04-24
672,519,2009-05-01,5408,38.67,NFTWV,5,2009-05-01
673,559,2009-05-08,5408,36.76,AX28M,5,2009-05-09
674,588,2009-05-15,5408,48.5,8QSR6,5,2009-05-15
675,628,2009-05-22,5408,29.92,VSLM3,5,2009-05-22
676,402,2009-04-01,5423,84.33,Q7YG4,3,2009-04-02
677,407,2009-04-02,5441,38.75,C9LX5,3,2009-04-02
678,418,2009-04-09,5441,171.5,8WJFT,3,2009-04-09
679,440,2009-04-16,5441,72.92,PSYNU,3,2009-04-16
680,461,2009-04-21,5441,17.02,T645J,3,2009-04-21
681,462,2009-04-21,5441,18.21,G5MK7,3,2009-04-21
682,471,2009-04-23,5441,72.41,CA8Z6,3,2009-04-23
683,495,2009-04-28,5441,38.36,82ZSK,3,2009-04-28
684,503,2009-04-30,5441,62.03,QAYCX,3,2009-04-30
685,505,2009-04-30,5441,11.1,JHWZA,3,2009-04-30
686,536,2009-05-07,5441,77.96,%%536,3,2009-05-07
687,564,2009-05-12,5441,21.75,SXKRV,3,2009-05-12
688,577,2009-05-14,5441,69.18,MU95A,3,2009-05-14
689,615,2009-05-21,5441,74.34,TCMWT,3,2009-05-21
690,616,2009-05-21,5441,7.85,3D3AR,3,2009-05-21
691,647,2009-05-27,5441,79.18,UX5X4,3,2009-05-28
692,672,2009-06-03,5441,57.26,F6A6B,3,2009-06-04
693,693,2009-06-08,5441,41.02,ABDDH,3,2009-06-09
694,728,2009-06-15,5441,65.02,XJES9,3,2009-06-16
695,767,2009-06-22,5441,58.46,2AAW4,3,2009-06-23
696,797,2009-06-29,5441,60.37,9LHV2,3,2009-06-30
697,840,2009-07-06,5441,82.99,4A3Z7,3,2009-07-07
698,888,2009-07-13,5441,118.21,AJ8TA,3,2009-07-14
699,926,2009-07-21,5441,56.83,2A5W2,3,2009-07-21
700,960,2009-07-28,5441,81.01,5FAAD,3,2009-07-28
701,1002,2009-08-04,5441,91.77,DGHGQ,3,2009-08-04
702,1069,2009-08-18,5441,25.37,KK7HZ,3,2009-08-18
703,1070,2009-08-18,5441,15.54,RV42U,3,2009-08-18
704,1114,2009-08-25,5441,29.24,CDYPL,3,2009-08-25
705,1292,2009-09-22,5441,21.01,V87P7,3,2009-09-22
706,1641,2009-11-09,5441,22.2,DRWBS,3,2009-11-10
707,1796,2009-11-16,5441,26.14,XTF3K,3,2009-11-17
708,408,2009-04-02,5449,20.89,MGMDN,3,2009-04-02
709,413,2009-04-07,5449,25.06,WGE2U,3,2009-04-07
710,436,2009-04-14,5449,63.11,KABDC,3,2009-04-14
711,463,2009-04-21,5449,42.49,8BYEV,3,2009-04-21
712,532,2009-05-07,5449,64.19,%%532,3,2009-05-07
713,639,2009-05-26,5449,49.28,H83T8,3,2009-05-26
714,677,2009-06-04,5449,54.86,Q53JB,3,2009-06-04
715,735,2009-06-16,5449,44.09,TZS27,3,2009-06-16
716,2883,2010-02-17,5449,107.8228,T6AKW,4,2010-02-17
717,2950,2010-02-21,5449,121.7487,LV9LD,18,2010-02-22
718,3083,2010-03-01,5449,121.8278,NLHQF,18,2010-03-01
719,3218,2010-03-08,5449,101.2878,58S76,18,2010-03-08
720,415,2009-04-08,5534,37.0,HBF9W,3,2009-04-09
721,469,2009-04-23,5534,15.12,Y2C5R,3,2009-04-23
722,809,2009-07-01,5534,37.71,YD77Q,6,2009-07-09
723,846,2009-07-08,5534,13.91,33TMM,6,2009-07-09
724,698,2009-06-09,5564,23.08,2PPL6,6,2009-06-11
725,940,2009-07-23,5564,23.55,DL398,5,2009-07-24
726,982,2009-07-30,5564,20.94,J3B54,5,2009-07-31
727,1470,2009-10-20,5564,63.41,KR6Y2,11,2009-10-21
728,2139,2009-12-27,5564,33.11,KEXT4,15,2009-12-28
729,2980,2010-02-22,5564,24.6253,KR3WQ,3,2010-02-23
730,506,2009-04-30,5638,104.29,SD977,5,2009-05-01
731,734,2009-06-16,5638,190.03,UTADN,3,2009-06-16
732,879,2009-07-13,5638,123.25,NTWKZ,3,2009-07-14
733,520,2009-05-01,5654,11.5,YWSXG,5,2009-05-01
734,534,2009-05-07,5656,20.55,%%534,5,2009-05-08
735,486,2009-04-24,5657,61.17,K58S7,5,2009-04-24
736,748,2009-06-17,5657,57.91,D2GMS,6,2009-06-18
737,900,2009-07-15,5657,72.87,XU3LR,6,2009-07-16
738,971,2009-07-29,5657,68.96,KLGMU,6,2009-07-30
739,1083,2009-08-19,5657,64.06,5F333,6,2009-08-20
740,1337,2009-09-30,5657,120.13,67P2V,6,2009-10-01
741,446,2009-04-17,5664,43.33,XQ9U2,5,2009-04-17
742,475,2009-04-23,5664,43.06,5DE3L,5,2009-04-24
743,556,2009-05-08,5682,83.79,6GFS3,5,2009-05-09
744,478,2009-04-23,5686,57.22,XDCCA,5,2009-04-24
745,451,2009-04-17,5708,44.6,HUPMX,5,2009-04-17
746,479,2009-04-24,5708,47.14,FR56U,5,2009-04-24
747,557,2009-05-08,5708,33.64,9JKA3,5,2009-05-09
748,626,2009-05-22,5708,28.92,LRSPK,5,2009-05-22
749,452,2009-04-17,5805,42.91,G5KBS,5,2009-04-17
750,845,2009-07-07,5805,18.2,M2UN7,6,2009-07-09
751,423,2009-04-10,5831,13.71,G8FDC,5,2009-04-17
752,572,2009-05-14,5831,9.75,AHAGF,3,2009-05-14
753,522,2009-05-01,5894,24.63,ACNVE,5,2009-05-01
754,3043,2010-02-26,5894,112.55,7XGHN,5,2010-02-26
755,426,2009-04-13,5977,19.28,ZSVQK,5,2009-04-17
756,965,2009-07-28,5977,26.53,ZSNYK,5,2009-07-31
757,453,2009-04-17,5983,30.19,HPET7,5,2009-04-17
758,427,2009-04-13,6003,21.84,JN396,5,2009-04-17
759,786,2009-06-25,6003,16.54,22SJB,5,2009-06-26
760,1682,2009-11-10,6003,17.85,W938P,5,2009-11-13
761,428,2009-04-13,6012,14.12,XNLS3,3,2009-04-14
762,1934,2009-12-03,6016,27.55,ZKYTA,5,2009-12-04
763,429,2009-04-13,6019,17.53,CKPSY,5,2009-04-17
764,562,2009-05-12,6069,7.41,ME9RH,3,2009-05-12
765,657,2009-05-29,6069,17.31,X7CHZ,5,2009-05-29
766,488,2009-04-24,6097,34.53,7J82D,5,2009-04-24
767,898,2009-07-15,6097,19.61,JBMLJ,6,2009-07-16
768,443,2009-04-16,6153,35.77,LQD3F,5,2009-04-17
769,604,2009-05-19,6224,20.66,R7L3Q,5,2009-05-22
770,702,2009-06-10,6224,12.99,5MYDF,6,2009-06-11
771,1010,2009-08-05,6224,41.65,5CQ6K,5,2009-08-07
772,1131,2009-08-26,6224,45.02,R9QEX,5,2009-08-28
773,1353,2009-10-01,6224,17.6605,PWN3S,5,2009-10-02
774,2155,2009-12-28,6224,75.059,SFNBD,5,2009-12-30
775,653,2009-05-28,6225,21.69,U86H2,5,2009-05-29
776,808,2009-07-01,6225,11.87,HY3VG,6,2009-07-02
777,850,2009-07-08,6225,6.53,WMNSF,6,2009-07-09
778,977,2009-07-30,6225,14.52,DD6UW,6,2009-07-30
779,1483,2009-10-22,6225,15.67,AYTHA,6,2009-10-22
780,2346,2010-01-14,6225,16.94,W46GX,6,2010-01-14
781,445,2009-04-17,6245,24.42,7EGTP,5,2009-04-17
782,449,2009-04-17,6249,31.17,LAZDX,5,2009-04-17
783,450,2009-04-17,6249,19.52,AHJ79,5,2009-04-17
784,514,2009-05-01,6249,8.87,SJ6PB,5,2009-05-01
785,515,2009-05-01,6249,29.29,FG5EF,5,2009-05-01
786,580,2009-05-14,6249,3.07,L56AK,5,2009-05-15
787,581,2009-05-14,6249,13.16,3DDL6,5,2009-05-15
788,717,2009-06-12,6249,7.36,C3RE3,5,2009-06-12
789,718,2009-06-12,6249,6.03,UVKD8,5,2009-06-12
790,719,2009-06-12,6249,20.1,4XKR3,5,2009-06-12
791,792,2009-06-26,6249,8.26,4CFCE,5,2009-06-26
792,793,2009-06-26,6249,19.55,VMNPS,5,2009-06-26
793,794,2009-06-26,6249,5.3,G3YDC,3,2009-06-30
794,870,2009-07-10,6249,4.27,SHEU5,5,2009-07-10
795,871,2009-07-10,6249,21.27,QL2PY,5,2009-07-10
796,1190,2009-09-04,6249,11.74,B77HR,5,2009-09-04
797,1191,2009-09-04,6249,4.67,N836V,5,2009-09-04
798,1192,2009-09-04,6249,12.26,RC2J9,5,2009-09-04
799,1193,2009-09-04,6249,4.08,42RC8,5,2009-09-04
800,1762,2009-11-13,6249,16.91,ADAVB,5,2009-11-13
801,1763,2009-11-13,6249,7.98,VREU4,5,2009-11-13
802,454,2009-04-17,6251,33.15,C738Q,5,2009-04-17
803,455,2009-04-17,6261,6.43,644EC,5,2009-04-17
804,2460,2010-01-24,6370,161.464,QNWTX,4,2010-01-25
805,2730,2010-02-08,6370,286.2702,7CCRJ,4,2010-02-09
806,3194,2010-03-07,6370,88.26,L4RJ4,4,2010-03-08
807,646,2009-05-27,6379,49.27,Y5L53,5,2009-05-29
808,538,2009-05-07,6384,27.41,%%538,5,2009-05-08
809,550,2009-05-08,6384,19.5,6UMCN,5,2009-05-08
810,654,2009-05-28,6384,59.4,QDRXJ,5,2009-05-29
811,687,2009-06-05,6384,16.39,ZY8CD,5,2009-06-05
812,689,2009-06-05,6384,2.85,8FMJH,5,2009-06-05
813,617,2009-05-21,6401,74.89,XWJCU,5,2009-05-22
814,642,2009-05-27,6408,41.66,FXYQM,3,2009-05-28
815,481,2009-04-24,6447,24.17,S3LZE,5,2009-04-24
816,512,2009-05-01,6447,46.78,SHE6H,5,2009-05-01
817,546,2009-05-08,6447,13.39,7TFCA,5,2009-05-08
818,583,2009-05-15,6447,37.14,DFTRQ,5,2009-05-15
819,610,2009-05-21,6447,37.11,BEN2J,5,2009-05-22
820,686,2009-06-05,6447,39.14,WAGD4,5,2009-06-05
821,759,2009-06-18,6447,33.8,WL6CC,5,2009-06-19
822,789,2009-06-26,6447,35.96,GSQG7,5,2009-06-26
823,869,2009-07-10,6447,22.75,TCW4P,5,2009-07-10
824,912,2009-07-17,6447,37.12,P5K5G,5,2009-07-17
825,946,2009-07-24,6447,31.29,HZV9Q,5,2009-07-24
826,1091,2009-08-20,6447,56.47,VC4LA,5,2009-08-21
827,1147,2009-08-28,6447,58.71,EV78E,5,2009-08-28
828,1259,2009-09-17,6447,47.11,MTAZE,5,2009-09-18
829,1391,2009-10-09,6447,32.15,DYKUY,5,2009-10-09
830,1437,2009-10-16,6447,30.036,RP9YM,5,2009-10-16
831,1563,2009-10-29,6447,37.9905,YY4N6,5,2009-10-30
832,1631,2009-11-06,6447,52.93,TFBV6,5,2009-11-06
833,1838,2009-11-20,6447,82.9315,78SSC,5,2009-11-20
834,1939,2009-12-04,6447,51.735,Y6SJQ,5,2009-12-04
835,2201,2010-01-04,6447,50.0,9H8T5,5,2010-01-08
836,2448,2010-01-22,6447,43.044,FXCQK,5,2010-01-22
837,2922,2010-02-19,6447,36.0435,DJ55F,5,2010-02-19
838,3173,2010-03-05,6447,56.7577,WEJ5F,5,2010-03-05
839,2832,2010-02-14,6476,128.378,Y828E,18,2010-02-15
840,2835,2010-02-14,6476,9.2,EZ3TR,18,2010-02-15
